set_id,year,pieces,t1,descr
609-1,1972,28,Legoland,Aeroplane
Jan-91,2000,539,Castle,King Leo's Castle
Jan-92,2006,706,Creator,50 Jahre In Deutschland
Feb-92,2006,706,Creator,LEGO Special Edition Creative Building Tub
Jan-93,1998,697,Ninja,Flying Ninja Fortress
Jan-94,2000,103,Castle,Guarded Treasury
Jan-95,2000,103,Castle,Royal Joust
Jan-96,2000,315,Castle,Bull's Attack
Jan-97,1997,607,Castle,Night Lord's Castle
Jan-98,2000,538,Castle,King Leo's Castle
Jan-99,1997,145,Castle,Traitor Transport (with Cave)
Jan-00,1998,24,Aquazone,Aquashark Dart
610-1,1973,39,Factory,Vintage Car
610-2,1987,35,Universal Building Set,Rescue Helicopter
Jan-02,1985,36,Castle,Castle Mini Figures
Jan-03,1988,38,Castle,Castle Mini Figures
Feb-03,1984,25,Castle,Knights
Jan-04,1996,27,Aquazone,Aquacessories
Jan-05,1993,37,Castle,Medieval Knights
Jan-07,1998,20,Aquazone,Recon Ray
Jan-09,1998,79,Aquazone,"Sea Creeper (with Stingray Baseplate, Raised)"
Jan-10,1998,25,Aquazone,Solo Sub
611-1,1973,19,Legoland,Police Car
Jan-11,2006,193,Racers,Street Chase
611-2,1988,89,Universal Building Set,Air Canada Jet Plane
Jan-12,2006,1004,Creator,World of Bricks
Jan-14,2007,242,Creator,200 + 40 Special Elements
Jan-15,1995,28,Aquazone,Shark Scout
Jan-16,2007,604,Creator,Box of Bricks
Jan-17,2008,100,Creator,Doors and Windows
Jan-18,2008,106,Creator,Wheels
Jan-19,2008,150,Creator,Roof Tiles
612-1,1974,23,Legoland,Tipper Truck
Jan-25,1995,32,Aquazone,Sea Sprint 9
Jan-26,2008,26,Bionicle,Good Guy 2008
Jan-27,2008,29,Bionicle,Bad Guy 2008
Jan-28,2008,22,Bionicle,Function 2008
Jan-30,2011,100,Duplo,DUPLO Build and Play
613-1,1974,18,Legoland,Biplane
Jan-31,2011,646,Creator,Build and Play
Jan-32,2012,15,Duplo,Red
Jan-33,2012,30,Duplo,Race Day
Jan-34,2012,38,Duplo,Siddeley Saves the Day
Jan-35,1996,60,Aquazone,Spy Shark
Jan-36,2011,61,Duplo,My First Zoo
Jan-40,1998,78,Aquazone,Crab
614-1,1974,31,Legoland,Excavator
Jan-43,2012,34,Duplo,Race Team
Jan-44,2012,12,Duplo,Zoo Train
Jan-45,1996,96,Aquazone,Crystal Crawler
Jan-46,2012,17,Duplo,Pick-up Truck
Jan-50,1998,105,Aquazone,Crystal Detector
Jan-51,2012,16,Duplo,Sleeping Beauty's Chamber
615-2,1975,21,Legoland,Fork Lift with Driver
Jan-52,2012,28,Duplo,Snow White's Cottage
Jan-53,2012,20,Duplo,Cinderella's Carriage
Jan-55,1995,104,Aquazone,Deep Sea Predator
Jan-56,2012,68,Duplo,Photo Safari
Jan-57,2012,147,Duplo,The Big Zoo
Jan-59,1998,105,Aquazone,Crystal Detector
Jan-60,1998,305,Aquazone,Sea Scorpion
616-1,1976,31,Legoland,Cargo Ship
Jan-61,2007,221,Creator,Brick Box
Jan-62,2007,286,Sculptures,A World of LEGO Mosaic 4 in 1
Jan-63,2007,598,Sculptures,A World of LEGO Mosaic 9 in 1
Jan-64,2007,519,Creator,LEGO Rescue Building Set
Jan-66,2007,406,Creator,Large Brick Box
Jan-67,2006,693,Creator,Deluxe Brick Box
Jan-68,2012,63,Duplo,Fire Station
Jan-69,2012,6,Duplo,Fire Chief
617-1,1976,41,Factory,Cowboys
Jan-71,2012,47,Duplo,My First Gas Station
Jan-73,2012,7,Duplo,Panda
Jan-75,1995,167,Aquazone,Crystal Explorer Sub
Jan-76,2008,80,Duplo,Basic Bricks - Deluxe
Jan-77,2008,650,Creator,LEGO Basic Bricks Deluxe
Jan-80,1998,297,Aquazone,Hydro Search Sub
618-1,1977,38,Legoland,Police Helicopter
Jan-86,2008,252,Creator,Build Your Own LEGO Harbor
Jan-87,2008,296,Creator,Road Construction Set
Jan-90,1996,259,Aquazone,Shark's Crystal Cave
619-1,1977,22,Factory,Rally Car
Jan-91,2009,117,Creator,Fire Fighter Building Set
Jan-92,2009,150,Creator,Pirates Building Set
Jan-93,2009,137,Creator,Castle Building Set
Jan-94,2009,508,Creator,My Own LEGO Town
Jan-95,1995,509,Aquazone,Neptune Discovery Lab
Jan-98,1998,413,Aquazone,Stingray Stormer
Jan-99,1998,485,Aquazone,Hydro Crystalization Station
Jan-00,1989,2,Pirates,Pirates Double Pack
Feb-00,2012,36,Hero Factory,Evo
620-1,1978,29,Town,Fireman's Car
Jan-01,2012,42,Hero Factory,Toxic Reapa
620-2,1970,40,Legoland,Fire Truck
Feb-02,2012,55,Hero Factory,Rocka
620-3,2010,1,Creator,Blue Building Plate 32 x 32
Jan-03,2012,124,Hero Factory,Black Phantom
Jan-04,1997,42,Pirates,Buccaneers
Jan-05,2006,118,Star Wars,V-wing Fighter
Jan-06,2006,212,Star Wars,TIE Interceptor
Jan-07,2006,193,Star Wars,A-wing Fighter
Jan-08,2006,439,Star Wars,B-wing Fighter
Jan-09,2006,537,Star Wars,Slave I (2nd edition)
Jan-10,2006,781,Star Wars,Jabba's Sail Barge
621-1,1978,34,Town,Police Car
Jan-11,2006,1388,Star Wars,Imperial Star Destroyer
621-2,1970,43,Legoland,Shell Tanker Truck
Jan-12,2006,437,Star Wars,X-wing Fighter
Jan-13,1985,1,Service Packs,Replacement Gearbox for Electric Motor
Jan-16,2012,45,Hero Factory,Jawblade
Jan-17,2012,39,Hero Factory,Surge
Jan-18,2012,50,Hero Factory,Splitface
622-1,1978,32,Town,Tipper Truck
Jan-21,2012,39,Hero Factory,Nex
622-2,1970,45,Legoland,Baggage Carts
Jan-22,2012,51,Hero Factory,Core Hunter
Jan-23,2012,61,Hero Factory,Bulk
Jan-27,2012,55,Hero Factory,Breez
Jan-28,2012,44,Hero Factory,Thornraxx
Jan-29,2012,39,Hero Factory,XT4
Jan-30,2012,89,Hero Factory,Stormer XL
623-1,1978,33,Town,Medic's Car
Jan-31,2012,192,Hero Factory,Speeda Demon
623-2,1970,38,Factory,White Car and Camper
Jan-32,1996,31,Pirates,Skeleton Crew
Jan-34,1991,39,Pirates,Renegade's Raft
Jan-35,1989,27,Pirates,Buried Treasure
Jan-36,1994,49,Pirates,King Kahuka
Jan-37,1993,28,Pirates,Pirates' Plunder
Jan-39,2009,45,Pirates,Cannon Battle
Jan-40,2009,78,Pirates,Kraken Attackin'
624-1,1996,27,Universal Building Set,"Basic Motor, 9V"
Jan-41,2009,144,Pirates,Loot Island
Jan-42,2009,339,Pirates,Soldiers' Fort
Jan-43,2009,592,Pirates,Brickbeard's Bounty
Jan-44,1996,74,Pirates,Armada Sentry
Jan-45,1989,26,Pirates,Harbor Sentry
Jan-46,1994,61,Pirates,Crocodile Cage
Jan-47,1992,40,Pirates,Bounty Boat
Jan-48,1996,123,Pirates,Volcano Island
Jan-49,1997,159,Pirates,Pirates Ambush
Jan-50,1997,157,Pirates,Cross Bone Clipper
625-1,1978,31,Town,Tractor
Jan-51,1989,40,Pirates,Pirate Mini Figures
Jan-52,1993,36,Pirates,Sea Mates
Jan-53,2009,282,Pirates,Shipwreck Hideout
Jan-54,1995,108,Pirates,Rocky Reef
Jan-55,1989,12,Pirates,Pirate Comic
Jan-56,1994,64,Pirates,Islander Catamaran
Jan-57,1989,54,Pirates,Castaway's Raft
Jan-58,1992,75,Pirates,Smuggler's Shanty
Jan-59,1991,68,Pirates,Broadside's Brig
Jan-60,1989,78,Pirates,Shipwreck Island
626-1,1996,1,Universal Building Set,"Baseplate, Green"
Jan-61,1992,86,Pirates,Raft Raiders
626-2,1978,36,Town,Red Cross Helicopter
Jan-62,1994,155,Pirates,King Kahuka&#039;s Throne
Jan-63,1995,219,Pirates,Imperial Outpost
Jan-64,1994,222,Pirates,Forbidden Cove
Jan-65,1989,97,Pirates,Sabre Island
Jan-66,1993,106,Pirates,Cannon Cove
Jan-67,1991,194,Pirates,Lagoon Lock-Up
Jan-68,1993,187,Pirates,Renegade Runner
Jan-70,1989,190,Pirates,Forbidden Island
627-1,1996,1,Universal Building Set,"Baseplate, Blue"
Jan-71,1992,320,Pirates,Imperial Flagship
Feb-71,1992,2,Pirates,Imperial Flagship with Free Storage Case
Jan-73,1991,388,Pirates,Rock Island Refuge
Jan-74,1989,386,Pirates,Caribbean Clipper
Jan-76,1989,515,Pirates,Eldorado Fortress
Jan-77,1992,622,Pirates,Imperial Trading Post
Jan-78,1994,439,Pirates,Enchanted Island
Jan-79,1995,386,Pirates,Skull Island
Jan-80,1996,292,Pirates,Armada Flagship
628-1,1996,1,Universal Building Set,X-Large Building Plate (Light Gray)
Jan-81,1997,404,Pirates,Pirates Perilous Pitfall
628-2,1977,38,Legoland,Police Helicopter
Jan-82,2012,42,Hero Factory,Stringer
628-3,2003,1,Creator,X-Large Gray Baseplate (Lt Bluish Gray)
Jan-83,2012,61,Hero Factory,Voltix
Jan-85,1989,915,Pirates,Black Seas Barracuda
Jan-86,1993,921,Pirates,Skull's Eye Schooner
Jan-89,1996,711,Pirates,Red Beard Runner
Jan-90,2001,712,Pirates,Red Beard Runner
629-1,1996,3,Universal Building Set,Three Building Plates
Jan-91,2001,291,Pirates,Armada Flagship
Jan-92,2001,445,Pirates,Enchanted Island
Jan-93,2012,56,Hero Factory,Furno
Jan-96,1996,226,Pirates,Shipwreck Island
Jan-99,2009,24,Seasonal,Advent Calendar 2009 Pirates
Oct-99,2009,7,Seasonal,Advent Calendar 2009 Pirates (Day  9) - Plants and Crab
Nov-99,2009,3,Seasonal,Advent Calendar 2009 Pirates (Day 10) - Barrel with Tools
Dec-99,2009,7,Seasonal,Advent Calendar 2009 Pirates (Day 11) - Castaway
6299-13,2009,9,Seasonal,Advent Calendar 2009 Pirates (Day 12) - Fish over Fire
6299-14,2009,2,Seasonal,Advent Calendar 2009 Pirates (Day 13) - Monkey
6299-15,2009,4,Seasonal,Advent Calendar 2009 Pirates (Day 14) - Mermaid
6299-16,2009,6,Seasonal,Advent Calendar 2009 Pirates (Day 15) - Clam and Plant
6299-17,2009,8,Seasonal,Advent Calendar 2009 Pirates (Day 16) - Table with Food and Rat
6299-18,2009,6,Seasonal,Advent Calendar 2009 Pirates (Day 17) - Imperial Soldier II
6299-19,2009,9,Seasonal,Advent Calendar 2009 Pirates (Day 18) - Weapon Stand
Feb-99,2009,6,Seasonal,Advent Calendar 2009 Pirates (Day  1) - Captain Brickbeard
6299-20,2009,4,Seasonal,Advent Calendar 2009 Pirates (Day 19) - Pirate
6299-21,2009,2,Seasonal,Advent Calendar 2009 Pirates (Day 20) - Barrel and Paddle
6299-22,2009,2,Seasonal,Advent Calendar 2009 Pirates (Day 21) - Sawfish
6299-23,2009,7,Seasonal,Advent Calendar 2009 Pirates (Day 22) - Skeleton and Snake
6299-24,2009,12,Seasonal,Advent Calendar 2009 Pirates (Day 23) - Brick Arch with Fire and Skull
6299-25,2009,8,Seasonal,Advent Calendar 2009 Pirates (Day 24) - Treasure Chest with Gems
Mar-99,2009,9,Seasonal,Advent Calendar 2009 Pirates (Day  2) - Table with Lamp and Map
Apr-99,2009,7,Seasonal,Advent Calendar 2009 Pirates (Day  3) - Parrot on Perch
May-99,2009,6,Seasonal,Advent Calendar 2009 Pirates (Day  4) - Imperial Soldier II Officer
Jun-99,2009,8,Seasonal,Advent Calendar 2009 Pirates (Day  5) - Cannon
Jul-99,2009,3,Seasonal,Advent Calendar 2009 Pirates (Day  6) - Crocodile
Aug-99,2009,5,Seasonal,Advent Calendar 2009 Pirates (Day  7) - Pirate Female
Sep-99,2009,8,Seasonal,Advent Calendar 2009 Pirates (Day  8) - Raft with Flagpole
6月3日,1973,338,Universal Building Set,Basic Set
630-1,1996,1,Service Packs,Brick Separator
Jan-01,1986,34,Town,Town Mini-Figures
Jan-02,1982,31,Town,Mini-Figure Set
630-3,2012,1,Service Packs,Brick Separator Orange
Jan-04,1980,2,Town,Cross Roads Plates
Jan-05,1980,24,Town,Trees and Flowers
Jan-06,1980,12,Town,Road Signs
Jan-07,1983,22,Town,Firemen
Jan-08,1982,20,Town,Policemen
Jan-09,1988,41,Town,Town Mini-Figures
Jan-10,1986,2,Town,T-Road Plates
631-1,1996,52,Universal Building Set,Doors and Windows
Jan-11,1986,2,Town,Curved Road Plates
Jan-12,1986,2,Town,Straight Road Plates
Jan-13,1986,2,Town,Cross-Road Plates
Jan-14,1992,36,Town,City People
Jan-15,1988,11,Town,Road Signs
Jan-16,1988,38,Town,Flags and Fences
Jan-17,1988,48,Town,Trees and Flowers
Jan-18,1996,73,Town,"Flowers, Trees and Fences"
Jan-19,1993,45,Town,Trees and Fences
Jan-20,1997,2,Town,T-Road Plates
632-1,1996,60,Universal Building Set,Wheels and Tires
Jan-21,1997,2,Town,Curved Road Plates
Jan-22,1997,2,Town,Straight Road Plates
Jan-23,1997,2,Town,Cross Road Plates
Jan-24,1998,24,Town,Chopper Cop
Jan-25,1998,29,Town,Package Pick-Up
Jan-26,1998,40,Town,Town Folks
Jan-27,1998,48,Town,Turbo Champs
Jan-28,1998,102,Town,Helicopter Transport
Jan-29,1998,139,Town,Truck Stop
Jan-30,1998,246,Town,Cargo Center
633-1,1996,50,Universal Building Set,Roof Tiles
Jan-31,1996,166,Town,Patriot Jet
Jan-32,1998,277,Town,Command Post Central
Jan-33,1998,50,Town,Race and Chase
Jan-34,1996,180,Town,Wave Jump Racers
Jan-35,1996,402,Town,Indy Transport
Jan-36,1995,181,Town,Launch Response Unit
Jan-37,1996,339,Town,Fast Track Finish
Jan-38,1995,364,Town,Hurricane Harbor
Jan-39,1995,564,Town,Shuttle Launch Pad
Jan-40,1994,177,Town,Hook & Ladder
634-1,1996,62,Universal Building Set,Extra Bricks in Red
Jan-41,1994,106,Town,Gas N' Go Flyer
Jan-42,1993,149,Town,Beach Rescue Chopper
Jan-44,1993,158,Town,Jet Speed Justice
Jan-45,1993,349,Town,Aerial Acrobats
Jan-46,1992,413,Town,Shuttle Launching Crew
Jan-47,1991,54,Town,Monorail Accessory Track
Jan-48,1994,318,Town,Surveillance Squad
Jan-49,1988,215,Town,Vacation House
Jan-50,1994,150,Town,Pizza To Go
635-1,1996,62,Universal Building Set,Extra Bricks in White
Jan-51,1992,190,Town,Surf N' Sail Camper
Jan-52,1991,141,Town,Cargomaster Crane
Jan-53,1991,184,Town,Coastal Cutter
Jan-54,1990,175,Town,Pursuit Squad
Jan-55,1989,142,Town,Derby Trotter
Jan-56,1988,160,Town,Med-Star Rescue Plane
Jan-57,1988,177,Town,Stunt 'Copter N' Truck
Jan-58,1987,154,Town,Snorkel Squad
Jan-59,1986,144,Town,Horse Trailer
Jan-60,1986,109,Town,Weekend Cottage
636-1,1996,14,Universal Building Set,Pullback Motor
Jan-61,1986,163,Town,Mobile Crane
Jan-62,1982,132,Town,Post Office
Jan-63,1980,140,Town,Auto Service Station
Jan-64,1980,139,Town,Paramedic Unit
Jan-65,1981,152,Town,Summer Cottage
Jan-66,1984,117,Town,Fire & Rescue Squad
Jan-67,1984,154,Town,Truck
Jan-68,1985,137,Town,Jet Airliner
Jan-69,1985,134,Town,Garage
Jan-70,1985,186,Town,Weekend Home
637-1,1996,3,Universal Building Set,Plastic Playtable
Jan-71,1983,266,Town,Service Station
Jan-72,1982,234,Town,Town House
Jan-73,1984,186,Town,Motorcycle Shop
Jan-74,1983,265,Town,Holiday Home
Jan-75,1990,213,Town,Trans Air Carrier
Feb-75,1980,270,Town,Exxon Gas Station
Jan-76,1990,194,Town,Breezeway Cafe (Breezeway Caf茅)
Jan-77,1985,305,Town,Delivery Center
Jan-78,1986,290,Town,Service Station
Jan-79,1986,281,Town,Riding Stable
Jan-80,1987,312,Town,Emergency Treatment Center
638-1,1996,404,Universal Building Set,"Lots of Extra Basic Bricks, 3+"
Jan-81,1987,206,Town,Motor Speedway
Jan-82,1981,385,Town,Fire Station
Jan-83,1981,420,Town,Public Works Center
Jan-84,1983,399,Town,Police Station
Jan-85,1985,416,Town,Fire House-I
Jan-86,1986,401,Town,Police Command Base
Jan-87,1989,375,Town,Coastal Rescue Base
Jan-88,1989,359,Town,Holiday Home with Caravan
Jan-89,1990,542,Town,Fire Control Center
Jan-90,1980,607,Town,Main Street
639-1,1997,400,Universal Building Set,"Lots of Extra Basic Bricks, 5+"
Jan-91,1984,565,Town,Cargo Center
Jan-92,1985,539,Town,Airport
Jan-93,1987,634,Town,Big Rig Truck Stop
Jan-94,1988,624,Town,Metro Park & Service Tower
Jan-95,1988,613,Town,Victory Lap Raceway
Jan-96,1990,550,Town,International Jetport
Jan-97,1992,473,Town,Gas N' Wash Express
Jan-98,1993,633,Town,Central Precinct HQ
Jan-99,1990,787,Town,Airport Shuttle
6月4日,1977,2,Service Packs,4.5V Battery Train Wagon
Jan-00,1997,23,Town,Go-Kart
640-1,1971,45,Legoland,Fire Truck
Jan-01,1992,45,Town,Seaside Cabana
640-2,1978,47,Town,Fire Truck and Trailer
Jan-02,1994,48,Town,Sidewalk Cafe
Jan-03,1993,97,Town,Paradise Playground
Jan-04,1996,66,Town,Carriage Ride
Jan-05,1992,132,Town,Sunset Stables
Jan-06,1997,23,Town,Go-Kart
Jan-07,1997,26,Town,Fire Chief
Jan-09,1993,149,Town,Island Arcade
Jan-10,1994,153,Town,Cabana Beach
641-1,1978,38,Town,Excavator
Jan-11,1992,173,Town,Sand Dollar Cafe
Jan-14,1995,209,Town,Dolphin Point
Jan-15,1998,18,Town,Res-Q Jet-Ski
Jan-16,1992,237,Town,Poolside Paradise
Jan-17,1997,41,Town,Show Jumping Event
Jan-18,1996,292,Town,Country Club
Jan-19,1992,364,Town,Rolling Acres Ranch
Jan-20,1998,10,Town,Mail Carrier
642-1,1978,43,Town,Tow Truck and Car
642-2,1971,33,Legoland,Double Excavator
Jan-22,1998,48,Town,Telephone Repair
Jan-23,2000,35,Town,Mini Tow Truck
Jan-24,1998,107,Town,Rig Racers
Jan-25,1999,37,Town,TV Chopper
Jan-26,1998,145,Town,Super Cycle Center
Jan-27,1999,43,Town,Road Signs
Jan-28,1998,18,Town,Wave Saver
Jan-29,1999,46,Town,Blaze Responder
Jan-30,1991,140,Town,Night Patroller
643-1,1978,39,Town,Flatbed Truck
Jan-31,1998,48,Town,Road Rescue
643-2,1971,35,Legoland,Mobile Crane
Jan-32,1999,139,Town,Speedway Transport
Jan-33,1999,89,Town,Coastwatch
Jan-34,1999,213,Town,Roadside Repair
Jan-35,1999,217,Town,Coast Guard HQ
Jan-36,1999,22,Town,Go-Kart
Jan-37,1999,28,Town,Beach Buggy
Jan-39,1999,30,Town,Mini-Dumper
Jan-40,1991,159,Town,Jetport Fire Squad
644-1,1971,61,Legoland,Double Tanker
Jan-41,1997,451,Town,Deep Reef Refuge
644-2,1978,44,Town,Police Mobile Patrol
Jan-42,1997,150,Town,Sting Ray Explorer
Jan-44,1997,167,Town,Outback Airstrip
Jan-45,1998,99,Town,Emergency Evac
Jan-46,1999,26,Town,Crane Truck
Jan-47,1999,49,Town,Dumper
Jan-50,1986,80,Town,Mobile Police Truck
645-1,1979,56,Town,Police Helicopter
Jan-51,1998,152,Town,River Response
645-2,1971,57,Factory,Milk Float & Trailer
Jan-52,1999,31,Town,Mini Rocket Launcher
Jan-53,1999,60,Town,Com-Link Cruiser
Jan-54,1999,131,Town,Countdown Corner
Jan-55,1999,251,Town,Space Simulation Station
Jan-56,1999,501,Town,Mission Control
Jan-57,1999,18,Town,Astronaut Figure
Jan-58,1999,30,Town,Satellite with Astronaut
Jan-59,1999,119,Town,Fuel Truck
646-1,1979,42,Town,Auto Service Truck
Jan-61,1999,30,Town,Surveillance Chopper
646-2,1971,51,Factory,Mobile Site Office
Jan-62,1998,197,Town,Aerial Recovery
Jan-63,1999,36,Town,Lunar Rover
Jan-64,1999,324,Town,Super Rescue Complex
Jan-65,1999,65,Town,Space Port Jet
Jan-67,1999,66,Town,Power Pitstop
Jan-68,1999,50,Town,Tow-n-Go Value Pack
Jan-69,1999,3,Town,Space Port Value Pack
Jan-70,2000,25,Town,Mini Dump Truck
647-1,1971,51,Legoland,Lorry with Rails
Jan-71,2000,30,Town,4WD Police Patrol
Jan-72,2001,473,Town,Gas N' Wash Express
Jan-73,1998,305,Town,Res-Q Cruiser
Jan-74,2000,49,Town,Wheeled Front Shovel
Jan-77,2000,103,Town,Firefighter's Lift Truck
Jan-78,2000,224,Town,Fire Station
Jan-79,1998,425,Town,Emergency Response Center
Jan-80,1986,118,Town,Hook and Ladder Truck
648-1,1971,42,Legoland,Shell Service Station
Jan-81,1989,170,Town,Construction Crew
Jan-82,1989,198,Town,Rescue Helicopter
Jan-83,1994,245,Town,Coastal Patrol
Jan-84,1995,281,Town,F1 Hauler
Jan-86,1997,67,Town,Fire Engine
Jan-87,1997,68,Town,Mountain Rescue
Jan-89,1997,88,Town,Seaside Holiday Cottage
Jan-90,1997,120,Town,Amazon Crossing
649-1,1972,36,Legoland,Low-Loader with Excavator
Jan-91,1996,58,Time Cruisers,Rocket Racer
Jan-92,1996,157,Time Cruisers,Hypno Cruiser
Jan-93,1996,241,Time Cruisers,Flying Time Vessel
Jan-94,1996,510,Time Cruisers,Mystic Mountain Time Lab
Jan-95,1997,81,Time Cruisers,Time Tunnelator
Jan-96,1997,158,Time Cruisers,Whirling Time Warper
Jan-97,1997,300,Time Cruisers,Twisted Time Train
Jan-98,1999,22,Town,Go-Kart
Jan-99,1997,82,Time Cruisers,Time Tunnelator
650-1,1972,40,Factory,Car with Trailer and Racing Car
Jan-01,1987,30,Town,Sport Convertible
Jan-02,1987,24,Town,Turbo Racer
65028-1,2001,3,Star Wars,Star Wars Co-Pack of 7115 7124 and 7141
65030-1,2001,2,Star Wars,Star Wars Co-Pack of 7104 and 7144
Jan-03,1988,32,Town,Sprint Racer
65034-1,2001,2,Star Wars,Star Wars Co-Pack of 7121 and 7161
Jan-04,1988,25,Town,Tractor
Jan-05,1988,29,Town,Fire Chief's Car
Jan-06,1989,32,Town,Precinct Cruiser
65062-1,2002,2,Racers,Racers Turbo Pack
Jan-07,1989,30,Town,Mini Dumper
65071-1,2002,3,Bionicle,Dual Pack: Lehvak &amp; Pahrak
Jan-08,1990,37,Town,Wave Racer
65081-1,2002,3,Technic,R2-D2 8009 / C-3PO 8007 Droid Collectors Set
Jan-09,1991,39,Town,Red Devil Racer
Jan-10,1991,34,Town,Mud Runner
65106-1,2002,2,Star Wars,Episode II Co-Pack (contains 7103 7113)
65109-1,2002,3,Bionicle,Pahrak Nuhvok Gahlok Co-Pack
651-1,1972,41,Factory,Tow Truck and Car
65110-1,2002,3,Bionicle,Kohrak Lehvak Tahnok Co-Pack
Jan-11,1992,38,Town,Rescue Runabout
Jan-12,1992,37,Town,Landscape Loader
65127-1,2002,3,Bionicle,Bohrok Co-Pack (contains 8560 8561 8563)
65128-1,2002,3,Bionicle,Bohrok Co-Pack (contains 8562 8564 8565)
Jan-13,1993,31,Town,Glade Runner
Jan-14,1994,36,Town,Trail Ranger
65145-1,2002,2,Star Wars,X-wing Fighter / TIE Fighter & Y-wing Collectors Set
Jan-15,1994,34,Town,Stunt Copter
65153-1,2002,2,Star Wars,Jango Fett's Slave I (Set 7153) with Carrying Case
Jan-16,1995,34,Town,Moon Walker
Jan-17,1996,28,Town,Water Jet
Jan-18,1996,37,Town,Baja Buggy
65182-1,2003,25,Sports,Slammer Stadium
65186-1,2002,3,Bionicle,Bohrok 3-pack (contains 8560 8561 8564)
Jan-19,2000,46,Town,Turbo Tiger
Jan-20,2000,218,Town,Mobile Outpost
Jan-21,1987,58,Town,Emergency Repair Truck
652-2,1972,42,Legoland,Fork Lift Truck and Trailer
Jan-22,1987,38,Town,Highway Patrol
65221-1,2003,2,Sports,Streetball 2 vs 2 (box with mini basketball)
65229-1,2003,3,Bionicle,Rahkshi Co-Pack 1
65230-1,2003,3,Bionicle,Rahkshi Co-Pack 2
Jan-23,1987,51,Town,Red Cross
Jan-24,1988,50,Town,Blizzard Blazer
Jan-25,1995,49,Town,Blaze Commander
65258-1,2003,4,Bionicle,Power Chamber with Gahlok Tahnok Va Pahrak Va and Gahlok Va
Jan-26,1989,47,Town,Red Line Racer
Jan-27,1989,43,Town,Tipper Truck
65277-1,2003,4,Bionicle,Rahkshi Kaita Za Pack (Includes Turahk Lerahk Kurahk and Tahnok Va)
Jan-28,1989,39,Town,Sand Storm Racer
Jan-29,1990,35,Town,Ultra Light I
65295-1,2003,3,Bionicle,Matoro and Kopeke Twin Pack with Gold Avohkii
65296-1,2003,3,Bionicle,Hewkii and Hahli Twin Pack with Gold Avohkii
65297-1,2003,3,Bionicle,Hafu and Macku Twin Pack with Gold Avohkii
Jan-30,1990,43,Town,Sport Coupe
653-1,1973,36,Legoland,Ambulance and Helicopter
Jan-31,1991,56,Town,Flame Chaser
Jan-32,1991,47,Town,Diesel Dumper
Jan-33,1992,62,Town,Police 4x4
65340-1,2004,2,Technic,Dumper and Front End Loader Co-Pack (contains 8451 and 8453)
Jan-34,1992,44,Town,Beach Bandit
Jan-35,1995,42,Town,Dumper
Jan-36,1993,48,Town,Aero Hawk
65362-1,2004,2,Clikits,Jewels-n-Rings Click-N-Store Jewelry Set Co-Pack (7507 with jewelry box)
65363-1,2004,2,Clikits,Jewels-n-Bands Click-N-Store Jewelry Set Co-Pack (7508 with jewelry box)
65364-1,2004,2,Clikits,Jewels-n-Clips Click-N-Store Jewelry Set Co-Pack (7509 with jewelry box)
Jan-37,1994,50,Town,Hydro Racer
Jan-38,1994,57,Town,Rebel Roadster
Jan-39,1993,458,Town,Victory Cup Racers
Jan-40,1991,352,Town,Pier Police
654-1,1973,33,Legoland,Crane Lorry
Jan-41,1991,552,Town,Intercoastal Seaport
Jan-42,1991,1080,Town,Launch & Load Seaport
Jan-43,1994,709,Town,Sail N' Fly Marina
Jan-44,1995,346,Town,Shuttle Transcon 2
Jan-45,1996,290,Town,Search N' Rescue
Jan-46,1996,39,Town,Slick Racer
65468-1,2004,3,Bionicle,Toa Metru Twin Pack with Kanoka and Poster
Jan-47,1997,204,Town,Fun Fair
Jan-48,1997,127,Town,Octan Gas Station
Jan-49,1997,181,Town,Roadblock Runners
Jan-50,1997,48,Town,Outback Racer
655-1,1973,33,Legoland,Mobile Hydraulic Joist
Jan-51,1992,192,Town,Checkered Flag 500
65514-1,2004,5,Bionicle,Matoran / Vahki Co-Pack 1 (contains 8607 8611 8614 8616 8618)
65515-1,2004,5,Bionicle,Matoran / Vahki Co-Pack 2 (contains 8610 8612 8615 8617 8619)
65518-1,2004,2,Super Heroes,"Spider-Man Co-Pack 1 (4853, 4857)"
Jan-52,1993,241,Town,Rocky River Retreat
65524-1,2004,3,Harry Potter,Hogwarts Express (2nd edition) Co-Pack (contains 10132 4515 4520)
65527-1,2004,2,Castle,Vladek's Attack
Jan-53,1997,135,Town,Crisis News Crew
65535-1,2004,7,X-Pod,X-Pod Play Off Game Pack
65537-1,2004,10,Train,Classic Freight Train
Jan-54,1997,261,Town,Blaze Brigade
65542-1,2004,2,Clikits,Click-N-Store Jewelry Set Co-Pack (7514 with jewelry box)
65545-1,2004,3,Bionicle,Ta-Metru Collector's Pack
65549-1,2004,3,Bionicle,Bionicle Bonus Pack (8615 8617 8619 plus three Bionicle Comic books)
Jan-55,1997,32,Town,Sea Hunter
Jan-56,1997,76,Town,Scuba Squad
Jan-57,1997,143,Town,Treasure Hunters
65572-1,2005,3,Super Heroes,Spider-Man Co-Pack
65573-1,2005,4,Racers,Rumble Racers
65579-1,2004,3,Castle,Knights' Kingdom Value Pack 8770 and 8771 with Foam Helmet
65580-1,2004,3,Castle,Knights' Kingdom Value Pack 8772 and 8774 with Foam Helmet
